date,year,month,quarter,week,day,month_name,day_name
2018-07-02,2018,7,3,27,2,July,Monday
2018-07-03,2018,7,3,27,3,July,Tuesday
2018-07-04,2018,7,3,27,4,July,Wednesday
2018-07-05,2018,7,3,27,5,July,Thursday
2018-07-06,2018,7,3,27,6,July,Friday
2018-07-07,2018,7,3,27,7,July,Saturday
2018-07-08,2018,7,3,28,8,July,Sunday
2018-07-09,2018,7,3,28,9,July,Monday
2018-07-10,2018,7,3,28,10,July,Tuesday
2018-07-11,2018,7,3,28,11,July,Wednesday
2018-07-12,2018,7,3,28,12,July,Thursday
2018-07-13,2018,7,3,28,13,July,Friday
2018-07-14,2018,7,3,28,14,July,Saturday
2018-07-15,2018,7,3,29,15,July,Sunday
2018-07-16,2018,7,3,29,16,July,Monday
2018-07-17,2018,7,3,29,17,July,Tuesday
2018-07-18,2018,7,3,29,18,July,Wednesday
2018-07-19,2018,7,3,29,19,July,Thursday
2018-07-20,2018,7,3,29,20,July,Friday
2018-07-21,2018,7,3,29,21,July,Saturday
2018-07-22,2018,7,3,30,22,July,Sunday
2018-07-23,2018,7,3,30,23,July,Monday
2018-07-24,2018,7,3,30,24,July,Tuesday
2018-07-25,2018,7,3,30,25,July,Wednesday
2018-07-26,2018,7,3,30,26,July,Thursday
2018-07-27,2018,7,3,30,27,July,Friday
2018-07-28,2018,7,3,30,28,July,Saturday
2018-07-29,2018,7,3,31,29,July,Sunday
2018-07-30,2018,7,3,31,30,July,Monday
2018-07-31,2018,7,3,31,31,July,Tuesday
2018-08-01,2018,8,3,31,1,August,Wednesday
2018-08-02,2018,8,3,31,2,August,Thursday
2018-08-03,2018,8,3,31,3,August,Friday
2018-08-04,2018,8,3,31,4,August,Saturday
2018-08-05,2018,8,3,32,5,August,Sunday
2018-08-06,2018,8,3,32,6,August,Monday
2018-08-07,2018,8,3,32,7,August,Tuesday
2018-08-08,2018,8,3,32,8,August,Wednesday
2018-08-09,2018,8,3,32,9,August,Thursday
2018-08-10,2018,8,3,32,10,August,Friday
2018-08-11,2018,8,3,32,11,August,Saturday
2018-08-12,2018,8,3,33,12,August,Sunday
2018-08-13,2018,8,3,33,13,August,Monday
2018-08-14,2018,8,3,33,14,August,Tuesday
2018-08-15,2018,8,3,33,15,August,Wednesday
2018-08-16,2018,8,3,33,16,August,Thursday
2018-08-17,2018,8,3,33,17,August,Friday
2018-08-18,2018,8,3,33,18,August,Saturday
2018-08-19,2018,8,3,34,19,August,Sunday
2018-08-20,2018,8,3,34,20,August,Monday
2018-08-21,2018,8,3,34,21,August,Tuesday
2018-08-22,2018,8,3,34,22,August,Wednesday
2018-08-23,2018,8,3,34,23,August,Thursday
2018-08-24,2018,8,3,34,24,August,Friday
2018-08-25,2018,8,3,34,25,August,Saturday
2018-08-26,2018,8,3,35,26,August,Sunday
2018-08-27,2018,8,3,35,27,August,Monday
2018-08-28,2018,8,3,35,28,August,Tuesday
2018-08-29,2018,8,3,35,29,August,Wednesday
2018-08-30,2018,8,3,35,30,August,Thursday
2018-08-31,2018,8,3,35,31,August,Friday
2018-09-03,2018,9,3,36,3,September,Monday
2018-09-06,2018,9,3,36,6,September,Thursday
2018-09-10,2018,9,3,37,10,September,Monday
2018-09-11,2018,9,3,37,11,September,Tuesday
2018-09-12,2018,9,3,37,12,September,Wednesday
2018-09-13,2018,9,3,37,13,September,Thursday
2018-09-17,2018,9,3,38,17,September,Monday
2018-09-20,2018,9,3,38,20,September,Thursday
2018-09-25,2018,9,3,39,25,September,Tuesday
2018-09-26,2018,9,3,39,26,September,Wednesday
2018-09-29,2018,9,3,39,29,September,Saturday
2018-10-01,2018,10,4,40,1,October,Monday
2018-10-03,2018,10,4,40,3,October,Wednesday
2018-10-16,2018,10,4,42,16,October,Tuesday
2018-10-17,2018,10,4,42,17,October,Wednesday
